   Elapsed time	    ECG	    ECG
         16.172	 -0.086	  0.009
         16.176	 -0.079	  0.016
         16.180	 -0.075	  0.022
         16.184	 -0.076	  0.029
         16.188	 -0.085	  0.048
         16.192	 -0.092	  0.065
         16.196	 -0.091	  0.043
         16.200	 -0.084	  0.004
         16.204	 -0.076	 -0.003
         16.208	 -0.074	  0.016
         16.212	 -0.080	  0.026
         16.216	 -0.092	  0.021
         16.220	 -0.094	  0.022
         16.224	 -0.086	  0.026
         16.228	 -0.090	  0.028
         16.232	 -0.106	  0.031
         16.236	 -0.122	  0.041
         16.240	 -0.119	  0.050
         16.244	 -0.113	  0.056
         16.248	 -0.105	  0.056
         16.252	 -0.098	  0.061
         16.256	 -0.090	  0.068
         16.260	 -0.085	  0.069
         16.264	 -0.089	  0.060
         16.268	 -0.092	  0.048
         16.272	 -0.098	  0.050
         16.276	 -0.092	  0.059
         16.280	 -0.087	  0.058
         16.284	 -0.084	  0.051
         16.288	 -0.089	  0.048
         16.292	 -0.096	  0.049
         16.296	 -0.092	  0.045
         16.300	 -0.077	  0.048
         16.304	 -0.062	  0.060
         16.308	 -0.055	  0.075
         16.312	 -0.050	  0.079
         16.316	 -0.049	  0.075
         16.320	 -0.054	  0.074
         16.324	 -0.052	  0.080
         16.328	 -0.043	  0.085
         16.332	 -0.037	  0.089
         16.336	 -0.049	  0.090
         16.340	 -0.068	  0.098
         16.344	 -0.075	  0.105
         16.348	 -0.074	  0.114
         16.352	 -0.065	  0.121
         16.356	 -0.050	  0.121
         16.360	 -0.049	  0.126
         16.364	 -0.049	  0.133
         16.368	 -0.055	  0.129
         16.372	 -0.056	  0.119
         16.376	 -0.056	  0.111
         16.380	 -0.051	  0.117
         16.384	 -0.043	  0.124
         16.388	 -0.041	  0.107
         16.392	 -0.043	  0.068
         16.396	 -0.043	  0.035
         16.400	 -0.039	  0.035
         16.404	 -0.035	  0.048
         16.408	 -0.036	  0.062
         16.412	 -0.039	  0.062
         16.416	 -0.035	  0.051
         16.420	 -0.025	  0.041
         16.424	 -0.028	  0.031
         16.428	 -0.031	  0.013
         16.432	 -0.036	  0.005
         16.436	 -0.035	  0.018
         16.440	 -0.037	  0.018
         16.444	 -0.039	  0.009
         16.448	 -0.034	  0.013
         16.452	 -0.035	  0.014
         16.456	 -0.028	  0.006
         16.460	 -0.021	  0.000
         16.464	 -0.014	  0.005
         16.468	 -0.009	  0.005
         16.472	 -0.013	  0.001
         16.476	 -0.022	  0.000
         16.480	 -0.034	  0.007
         16.484	 -0.036	  0.014
         16.488	 -0.037	  0.009
         16.492	 -0.039	  0.006
         16.496	 -0.040	  0.004
         16.500	 -0.034	  0.014
         16.504	 -0.025	  0.026
         16.508	 -0.025	  0.039
         16.512	 -0.037	  0.045
         16.516	 -0.054	  0.040
         16.520	 -0.056	  0.039
         16.524	 -0.054	  0.045
         16.528	 -0.049	  0.050
         16.532	 -0.045	  0.046
         16.536	 -0.037	  0.058
         16.540	 -0.031	  0.064
         16.544	 -0.029	  0.046
         16.548	 -0.024	  0.019
         16.552	 -0.020	  0.016
         16.556	 -0.016	  0.015
         16.560	 -0.010	  0.011
         16.564	  0.000	  0.019
         16.568	  0.007	  0.030
         16.572	  0.007	  0.022
         16.576	  0.001	 -0.005
         16.580	 -0.006	 -0.026
         16.584	 -0.015	 -0.021
         16.588	 -0.011	  0.004
         16.592	  0.001	  0.019
         16.596	  0.013	  0.009
         16.600	  0.018	 -0.003
         16.604	  0.015	  0.004
         16.608	  0.018	  0.005
         16.612	  0.021	 -0.007
         16.616	  0.019	 -0.014
         16.620	  0.011	 -0.011
         16.624	  0.007	 -0.022
         16.628	 -0.001	 -0.045
         16.632	 -0.021	 -0.056
         16.636	 -0.037	 -0.051
         16.640	 -0.046	 -0.037
         16.644	 -0.051	 -0.026
         16.648	 -0.058	 -0.021
         16.652	 -0.061	 -0.024
         16.656	 -0.059	 -0.031
         16.660	 -0.066	 -0.041
         16.664	 -0.068	 -0.036
         16.668	 -0.068	 -0.019
         16.672	 -0.060	 -0.014
         16.676	 -0.058	 -0.026
         16.680	 -0.058	 -0.043
         16.684	 -0.055	 -0.050
         16.688	 -0.059	 -0.056
         16.692	 -0.056	 -0.055
         16.696	 -0.054	 -0.049
         16.700	 -0.050	 -0.041
         16.704	 -0.045	 -0.045
         16.708	 -0.044	 -0.056
         16.712	 -0.045	 -0.068
         16.716	 -0.054	 -0.079
         16.720	 -0.061	 -0.092
         16.724	 -0.060	 -0.119
         16.728	 -0.049	 -0.155
         16.732	 -0.043	 -0.223
         16.736	 -0.041	 -0.312
         16.740	 -0.048	 -0.359
         16.744	 -0.052	 -0.371
         16.748	 -0.040	 -0.352
         16.752	 -0.022	 -0.344
         16.756	  0.001	 -0.339
         16.760	  0.014	 -0.326
         16.764	  0.021	 -0.290
         16.768	  0.030	 -0.254
         16.772	  0.055	 -0.260
         16.776	  0.096	 -0.292
         16.780	  0.141	 -0.312
         16.784	  0.181	 -0.281
         16.788	  0.206	 -0.237
         16.792	  0.217	 -0.190
         16.796	  0.214	 -0.144
         16.800	  0.211	 -0.098
         16.804	  0.172	 -0.045
         16.808	  0.107	 -0.009
         16.812	  0.020	  0.019
         16.816	 -0.070	  0.045
         16.820	 -0.128	  0.064
         16.824	 -0.156	  0.071
         16.828	 -0.154	  0.083
         16.832	 -0.133	  0.087
         16.836	 -0.111	  0.090
         16.840	 -0.099	  0.101
         16.844	 -0.096	  0.117
         16.848	 -0.094	  0.102
         16.852	 -0.091	  0.070
         16.856	 -0.090	  0.068
         16.860	 -0.091	  0.101
         16.864	 -0.092	  0.131
         16.868	 -0.092	  0.154
         16.872	 -0.091	  0.168
         16.876	 -0.085	  0.156
         16.880	 -0.077	  0.134
         16.884	 -0.076	  0.125
         16.888	 -0.075	  0.142
         16.892	 -0.071	  0.159
         16.896	 -0.071	  0.163
         16.900	 -0.065	  0.165
         16.904	 -0.062	  0.179
         16.908	 -0.064	  0.201
         16.912	 -0.069	  0.204
         16.916	 -0.070	  0.196
         16.920	 -0.074	  0.190
         16.924	 -0.077	  0.194
         16.928	 -0.079	  0.205
         16.932	 -0.080	  0.216
         16.936	 -0.075	  0.231
         16.940	 -0.068	  0.244
         16.944	 -0.061	  0.256
         16.948	 -0.062	  0.241
         16.952	 -0.069	  0.207
         16.956	 -0.072	  0.198
         16.960	 -0.075	  0.214
         16.964	 -0.068	  0.228
         16.968	 -0.069	  0.228
         16.972	 -0.071	  0.228
         16.976	 -0.071	  0.224
         16.980	 -0.066	  0.223
         16.984	 -0.061	  0.224
         16.988	 -0.071	  0.225
         16.992	 -0.077	  0.210
         16.996	 -0.079	  0.184
         17.000	 -0.076	  0.175
         17.004	 -0.075	  0.180
         17.008	 -0.072	  0.205
         17.012	 -0.071	  0.221
         17.016	 -0.076	  0.220
         17.020	 -0.079	  0.185
         17.024	 -0.080	  0.154
         17.028	 -0.076	  0.150
         17.032	 -0.075	  0.159
         17.036	 -0.075	  0.166
         17.040	 -0.077	  0.155
         17.044	 -0.079	  0.147
         17.048	 -0.080	  0.142
         17.052	 -0.087	  0.147
         17.056	 -0.089	  0.150
         17.060	 -0.083	  0.149
         17.064	 -0.076	  0.149
         17.068	 -0.074	  0.144
         17.072	 -0.070	  0.142
         17.076	 -0.056	  0.125
         17.080	 -0.048	  0.114
         17.084	 -0.050	  0.109
         17.088	 -0.064	  0.107
         17.092	 -0.075	  0.104
         17.096	 -0.077	  0.109
         17.100	 -0.074	  0.133
         17.104	 -0.056	  0.150
         17.108	 -0.043	  0.152
         17.112	 -0.034	  0.138
         17.116	 -0.030	  0.124
         17.120	 -0.031	  0.101
         17.124	 -0.034	  0.087
         17.128	 -0.031	  0.116
         17.132	 -0.026	  0.164
         17.136	 -0.025	  0.186
         17.140	 -0.033	  0.180
         17.144	 -0.039	  0.175
         17.148	 -0.031	  0.155
         17.152	 -0.024	  0.121
         17.156	 -0.021	  0.101
         17.160	 -0.025	  0.121
         17.164	 -0.026	  0.161
         17.168	 -0.033	  0.179
         17.172	 -0.036	  0.169
         17.176	 -0.033	  0.146
         17.180	 -0.030	  0.129
         17.184	 -0.030	  0.128
         17.188	 -0.030	  0.146
         17.192	 -0.026	  0.163
         17.196	 -0.028	  0.154
         17.200	 -0.029	  0.128
         17.204	 -0.033	  0.119
         17.208	 -0.031	  0.135
         17.212	 -0.025	  0.138
         17.216	 -0.016	  0.130
         17.220	 -0.007	  0.122
         17.224	 -0.001	  0.126
         17.228	 -0.003	  0.138
         17.232	 -0.005	  0.149
         17.236	 -0.004	  0.135
         17.240	  0.007	  0.099
         17.244	  0.013	  0.084
         17.248	  0.007	  0.100
         17.252	  0.001	  0.120
         17.256	  0.009	  0.124
         17.260	  0.009	  0.113
         17.264	 -0.001	  0.101
         17.268	 -0.015	  0.091
         17.272	 -0.013	  0.095
         17.276	 -0.009	  0.105
         17.280	 -0.004	  0.128
         17.284	  0.005	  0.131
         17.288	  0.005	  0.086
         17.292	  0.005	  0.046
         17.296	  0.000	  0.062
         17.300	  0.000	  0.096
         17.304	  0.003	  0.104
         17.308	  0.006	  0.092
         17.312	  0.010	  0.075
         17.316	  0.005	  0.072
         17.320	  0.004	  0.081
         17.324	  0.000	  0.090
         17.328	  0.000	  0.098
         17.332	  0.003	  0.089
         17.336	  0.010	  0.075
         17.340	  0.010	  0.055
         17.344	  0.013	  0.037
         17.348	  0.018	  0.030
         17.352	  0.015	  0.028
         17.356	  0.013	  0.028
         17.360	  0.013	  0.020
         17.364	  0.018	  0.018
         17.368	  0.025	  0.018
         17.372	  0.034	  0.024
         17.376	  0.043	  0.028
         17.380	  0.040	  0.034
         17.384	  0.040	  0.033
         17.388	  0.044	  0.035
         17.392	  0.052	  0.043
         17.396	  0.058	  0.052
         17.400	  0.058	  0.060
         17.404	  0.055	  0.069
         17.408	  0.050	  0.075
         17.412	  0.049	  0.077
         17.416	  0.049	  0.081
         17.420	  0.043	  0.083
         17.424	  0.034	  0.084
         17.428	  0.025	  0.087
         17.432	  0.014	  0.087
         17.436	  0.007	  0.092
         17.440	  0.001	  0.104
         17.444	 -0.010	  0.114
         17.448	 -0.026	  0.106
         17.452	 -0.036	  0.102
         17.456	 -0.039	  0.111
         17.460	 -0.035	  0.121
         17.464	 -0.031	  0.110
         17.468	 -0.030	  0.092
         17.472	 -0.022	  0.084
         17.476	 -0.014	  0.084
         17.480	 -0.010	  0.085
         17.484	 -0.016	  0.087
         17.488	 -0.030	  0.087
         17.492	 -0.035	  0.069
         17.496	 -0.045	  0.043
         17.500	 -0.041	  0.028
         17.504	 -0.040	  0.030
         17.508	 -0.036	  0.035
         17.512	 -0.031	  0.040
         17.516	 -0.024	  0.046
         17.520	 -0.018	  0.044
         17.524	 -0.025	  0.016
         17.528	 -0.026	 -0.048
         17.532	 -0.026	 -0.135
         17.536	 -0.024	 -0.220
         17.540	 -0.019	 -0.274
         17.544	 -0.011	 -0.310
         17.548	 -0.004	 -0.323
         17.552	  0.007	 -0.321
         17.556	  0.021	 -0.314
         17.560	  0.031	 -0.305
         17.564	  0.051	 -0.289
         17.568	  0.069	 -0.273
         17.572	  0.098	 -0.260
         17.576	  0.135	 -0.237
         17.580	  0.186	 -0.210
         17.584	  0.230	 -0.172
         17.588	  0.242	 -0.129
         17.592	  0.246	 -0.092
         17.596	  0.230	 -0.068
         17.600	  0.204	 -0.035
         17.604	  0.146	 -0.003
         17.608	  0.065	  0.024
         17.612	 -0.016	  0.043
         17.616	 -0.095	  0.060
         17.620	 -0.142	  0.071
         17.624	 -0.159	  0.083
         17.628	 -0.152	  0.092
         17.632	 -0.131	  0.092
         17.636	 -0.110	  0.098
         17.640	 -0.089	  0.102
         17.644	 -0.070	  0.115
         17.648	 -0.066	  0.124
         17.652	 -0.077	  0.135
         17.656	 -0.083	  0.140
         17.660	 -0.079	  0.140
         17.664	 -0.071	  0.144
         17.668	 -0.068	  0.147
         17.672	 -0.069	  0.151
         17.676	 -0.075	  0.150
         17.680	 -0.079	  0.150
         17.684	 -0.075	  0.146
         17.688	 -0.072	  0.149
         17.692	 -0.076	  0.149
         17.696	 -0.077	  0.149
         17.700	 -0.072	  0.154
         17.704	 -0.066	  0.165
         17.708	 -0.064	  0.180
         17.712	 -0.058	  0.185
         17.716	 -0.055	  0.194
         17.720	 -0.062	  0.198
         17.724	 -0.071	  0.203
         17.728	 -0.071	  0.211
         17.732	 -0.070	  0.221
         17.736	 -0.066	  0.223
         17.740	 -0.065	  0.217
         17.744	 -0.062	  0.221
         17.748	 -0.059	  0.224
         17.752	 -0.051	  0.234
         17.756	 -0.041	  0.239
         17.760	 -0.036	  0.246
         17.764	 -0.036	  0.255
         17.768	 -0.040	  0.263
         17.772	 -0.048	  0.260
         17.776	 -0.061	  0.254
         17.780	 -0.074	  0.254
         17.784	 -0.077	  0.253
         17.788	 -0.070	  0.250
         17.792	 -0.062	  0.249
         17.796	 -0.068	  0.253
         17.800	 -0.071	  0.263
         17.804	 -0.072	  0.264
         17.808	 -0.069	  0.265
         17.812	 -0.064	  0.265
         17.816	 -0.056	  0.266
         17.820	 -0.050	  0.266
         17.824	 -0.056	  0.268
         17.828	 -0.056	  0.266
         17.832	 -0.066	  0.263
         17.836	 -0.080	  0.264
         17.840	 -0.085	  0.263
         17.844	 -0.083	  0.273
         17.848	 -0.079	  0.279
         17.852	 -0.075	  0.285
         17.856	 -0.061	  0.285
         17.860	 -0.044	  0.285
         17.864	 -0.031	  0.291
         17.868	 -0.045	  0.292
         17.872	 -0.076	  0.305
         17.876	 -0.095	  0.297
         17.880	 -0.090	  0.285
         17.884	 -0.069	  0.275
         17.888	 -0.050	  0.284
         17.892	 -0.033	  0.292
         17.896	 -0.029	  0.290
         17.900	 -0.035	  0.296
         17.904	 -0.049	  0.307
         17.908	 -0.051	  0.333
         17.912	 -0.033	  0.328
         17.916	 -0.015	  0.319
         17.920	 -0.007	  0.305
         17.924	 -0.011	  0.307
         17.928	 -0.020	  0.318
         17.932	 -0.031	  0.320
         17.936	 -0.039	  0.325
         17.940	 -0.040	  0.316
         17.944	 -0.045	  0.318
         17.948	 -0.037	  0.314
         17.952	 -0.030	  0.328
         17.956	 -0.025	  0.326
         17.960	 -0.025	  0.321
         17.964	 -0.025	  0.323
         17.968	 -0.028	  0.314
         17.972	 -0.028	  0.295
         17.976	 -0.030	  0.278
         17.980	 -0.031	  0.287
         17.984	 -0.034	  0.294
         17.988	 -0.035	  0.295
         17.992	 -0.037	  0.280
         17.996	 -0.035	  0.268
         18.000	 -0.029	  0.255
         18.004	 -0.026	  0.241
         18.008	 -0.029	  0.237
         18.012	 -0.030	  0.233
         18.016	 -0.025	  0.231
         18.020	 -0.022	  0.221
         18.024	 -0.026	  0.216
         18.028	 -0.031	  0.204
         18.032	 -0.036	  0.190
         18.036	 -0.024	  0.177
         18.040	 -0.006	  0.175
         18.044	 -0.001	  0.182
         18.048	 -0.006	  0.172
         18.052	 -0.010	  0.164
         18.056	 -0.011	  0.160
         18.060	 -0.014	  0.164
         18.064	 -0.015	  0.169
         18.068	 -0.020	  0.170
         18.072	 -0.025	  0.169
         18.076	 -0.030	  0.165
         18.080	 -0.024	  0.163
         18.084	 -0.021	  0.155
         18.088	 -0.016	  0.150
         18.092	 -0.018	  0.151
         18.096	 -0.022	  0.155
         18.100	 -0.010	  0.159
         18.104	  0.006	  0.160
         18.108	  0.014	  0.161
         18.112	 -0.007	  0.158
         18.116	 -0.036	  0.158
         18.120	 -0.044	  0.161
         18.124	 -0.037	  0.158
         18.128	 -0.021	  0.144
         18.132	 -0.016	  0.128
         18.136	 -0.020	  0.114
         18.140	 -0.020	  0.100
         18.144	 -0.011	  0.091
         18.148	  0.001	  0.084
         18.152	 -0.001	  0.077
         18.156	  0.000	  0.065
         18.160	  0.007	  0.055
         18.164	  0.018	  0.056
         18.168	  0.024	  0.059
         18.172	  0.031	  0.060
         18.176	  0.029	  0.058
         18.180	  0.020	  0.055
         18.184	  0.009	  0.050
         18.188	  0.004	  0.052
         18.192	  0.009	  0.066
         18.196	  0.014	  0.075
         18.200	  0.018	  0.081
         18.204	  0.019	  0.083
         18.208	  0.019	  0.086
         18.212	  0.021	  0.079
         18.216	  0.019	  0.071
         18.220	  0.014	  0.068
         18.224	  0.005	  0.065
         18.228	 -0.011	  0.064
         18.232	 -0.029	  0.061
         18.236	 -0.041	  0.062
         18.240	 -0.045	  0.061
         18.244	 -0.055	  0.061
         18.248	 -0.060	  0.060
         18.252	 -0.068	  0.061
         18.256	 -0.072	  0.061
         18.260	 -0.070	  0.058
         18.264	 -0.058	  0.052
         18.268	 -0.048	  0.049
         18.272	 -0.048	  0.045
         18.276	 -0.061	  0.040
         18.280	 -0.076	  0.037
         18.284	 -0.076	  0.035
         18.288	 -0.064	  0.029
         18.292	 -0.051	  0.022
         18.296	 -0.046	  0.010
         18.300	 -0.051	 -0.003
         18.304	 -0.065	 -0.010
         18.308	 -0.070	 -0.013
         18.312	 -0.064	 -0.010
         18.316	 -0.056	 -0.021
         18.320	 -0.056	 -0.069
         18.324	 -0.060	 -0.158
         18.328	 -0.061	 -0.255
         18.332	 -0.065	 -0.330
         18.336	 -0.054	 -0.381
         18.340	 -0.044	 -0.414
         18.344	 -0.036	 -0.431
         18.348	 -0.021	 -0.426
         18.352	  0.000	 -0.422
         18.356	  0.029	 -0.412
         18.360	  0.049	 -0.400
         18.364	  0.075	 -0.379
         18.368	  0.110	 -0.360
         18.372	  0.161	 -0.339
         18.376	  0.210	 -0.301
         18.380	  0.240	 -0.256
         18.384	  0.253	 -0.205
         18.388	  0.265	 -0.154
         18.392	  0.271	 -0.092
         18.396	  0.233	 -0.033
         18.400	  0.136	  0.013
         18.404	  0.005	  0.034
         18.408	 -0.113	  0.050
         18.412	 -0.189	  0.064
         18.416	 -0.212	  0.071
         18.420	 -0.199	  0.076
         18.424	 -0.170	  0.080
         18.428	 -0.150	  0.085
         18.432	 -0.149	  0.086
         18.436	 -0.156	  0.089
         18.440	 -0.152	  0.089
         18.444	 -0.141	  0.090
         18.448	 -0.126	  0.090
         18.452	 -0.131	  0.091
         18.456	 -0.135	  0.092
         18.460	 -0.136	  0.100
         18.464	 -0.136	  0.110
         18.468	 -0.130	  0.106
         18.472	 -0.124	  0.106
         18.476	 -0.113	  0.104
         18.480	 -0.111	  0.105
         18.484	 -0.120	  0.102
         18.488	 -0.131	  0.105
         18.492	 -0.122	  0.107
         18.496	 -0.101	  0.105
         18.500	 -0.087	  0.106
         18.504	 -0.089	  0.100
         18.508	 -0.107	  0.100
         18.512	 -0.119	  0.098
         18.516	 -0.122	  0.098
         18.520	 -0.114	  0.094
         18.524	 -0.105	  0.094
         18.528	 -0.106	  0.092
         18.532	 -0.109	  0.090
         18.536	 -0.114	  0.091
         18.540	 -0.115	  0.092
         18.544	 -0.114	  0.094
         18.548	 -0.104	  0.094
         18.552	 -0.096	  0.100
         18.556	 -0.098	  0.105
         18.560	 -0.106	  0.109
         18.564	 -0.116	  0.114
         18.568	 -0.119	  0.115
         18.572	 -0.119	  0.117
         18.576	 -0.110	  0.121
         18.580	 -0.100	  0.128
         18.584	 -0.089	  0.129
         18.588	 -0.089	  0.129
         18.592	 -0.105	  0.124
         18.596	 -0.122	  0.120
         18.600	 -0.130	  0.116
         18.604	 -0.131	  0.115
         18.608	 -0.129	  0.114
         18.612	 -0.124	  0.110
         18.616	 -0.119	  0.105
         18.620	 -0.115	  0.100
         18.624	 -0.116	  0.096
         18.628	 -0.120	  0.091
         18.632	 -0.128	  0.091
         18.636	 -0.135	  0.090
         18.640	 -0.138	  0.091
         18.644	 -0.133	  0.090
         18.648	 -0.128	  0.086
         18.652	 -0.124	  0.085
         18.656	 -0.113	  0.083
         18.660	 -0.113	  0.081
         18.664	 -0.114	  0.079
         18.668	 -0.115	  0.077
         18.672	 -0.117	  0.077
         18.676	 -0.115	  0.075
         18.680	 -0.107	  0.072
         18.684	 -0.100	  0.068
         18.688	 -0.092	  0.061
         18.692	 -0.083	  0.056
         18.696	 -0.084	  0.056
         18.700	 -0.089	  0.059
         18.704	 -0.092	  0.058
         18.708	 -0.091	  0.061
         18.712	 -0.087	  0.065
         18.716	 -0.080	  0.069
         18.720	 -0.070	  0.069
         18.724	 -0.065	  0.070
         18.728	 -0.066	  0.074
         18.732	 -0.069	  0.076
         18.736	 -0.074	  0.083
         18.740	 -0.076	  0.084
         18.744	 -0.074	  0.087
         18.748	 -0.068	  0.089
         18.752	 -0.069	  0.090
         18.756	 -0.069	  0.089
         18.760	 -0.071	  0.089
         18.764	 -0.074	  0.086
         18.768	 -0.074	  0.081
         18.772	 -0.065	  0.083
         18.776	 -0.059	  0.084
         18.780	 -0.059	  0.086
         18.784	 -0.060	  0.084
         18.788	 -0.070	  0.079
         18.792	 -0.079	  0.079
         18.796	 -0.087	  0.074
         18.800	 -0.084	  0.072
         18.804	 -0.072	  0.066
         18.808	 -0.056	  0.059
         18.812	 -0.045	  0.049
         18.816	 -0.049	  0.044
         18.820	 -0.060	  0.041
         18.824	 -0.074	  0.040
         18.828	 -0.079	  0.034
         18.832	 -0.075	  0.025
         18.836	 -0.068	  0.019
         18.840	 -0.061	  0.013
         18.844	 -0.062	  0.006
         18.848	 -0.061	  0.001
         18.852	 -0.060	  0.000
         18.856	 -0.060	  0.004
         18.860	 -0.061	  0.005
         18.864	 -0.058	  0.004
         18.868	 -0.055	  0.000
         18.872	 -0.056	 -0.001
         18.876	 -0.061	 -0.003
         18.880	 -0.062	 -0.001
         18.884	 -0.065	 -0.001
         18.888	 -0.065	 -0.003
         18.892	 -0.068	 -0.004
         18.896	 -0.071	 -0.004
         18.900	 -0.071	 -0.001
         18.904	 -0.071	  0.005
         18.908	 -0.075	  0.011
         18.912	 -0.079	  0.016
         18.916	 -0.077	  0.019
         18.920	 -0.066	  0.022
         18.924	 -0.060	  0.021
         18.928	 -0.054	  0.019
         18.932	 -0.055	  0.019
         18.936	 -0.052	  0.011
         18.940	 -0.054	  0.000
         18.944	 -0.051	 -0.009
         18.948	 -0.048	 -0.013
         18.952	 -0.041	 -0.016
         18.956	 -0.034	 -0.019
         18.960	 -0.036	 -0.019
         18.964	 -0.030	 -0.018
         18.968	 -0.025	 -0.014
         18.972	 -0.019	 -0.014
         18.976	 -0.018	 -0.016
         18.980	 -0.019	 -0.019
         18.984	 -0.013	 -0.016
         18.988	 -0.014	 -0.011
         18.992	 -0.007	 -0.005
         18.996	 -0.006	  0.004
         19.000	 -0.005	  0.014
         19.004	 -0.004	  0.014
         19.008	  0.000	  0.011
         19.012	  0.000	  0.006
         19.016	  0.000	  0.004
         19.020	 -0.004	  0.004
         19.024	 -0.013	  0.000
         19.028	 -0.025	 -0.001
         19.032	 -0.037	 -0.006
         19.036	 -0.052	 -0.005
         19.040	 -0.064	 -0.007
         19.044	 -0.070	 -0.009
         19.048	 -0.071	 -0.010
         19.052	 -0.080	 -0.011
         19.056	 -0.085	 -0.013
         19.060	 -0.085	 -0.015
         19.064	 -0.085	 -0.016
         19.068	 -0.084	 -0.020
         19.072	 -0.083	 -0.020
         19.076	 -0.074	 -0.020
         19.080	 -0.072	 -0.021
         19.084	 -0.075	 -0.025
         19.088	 -0.077	 -0.029
         19.092	 -0.079	 -0.031
         19.096	 -0.081	 -0.040
         19.100	 -0.083	 -0.045
         19.104	 -0.076	 -0.050
         19.108	 -0.072	 -0.052
         19.112	 -0.071	 -0.050
         19.116	 -0.071	 -0.048
         19.120	 -0.065	 -0.052
         19.124	 -0.064	 -0.094
         19.128	 -0.068	 -0.180
         19.132	 -0.080	 -0.279
         19.136	 -0.086	 -0.355
         19.140	 -0.076	 -0.401
         19.144	 -0.058	 -0.436
         19.148	 -0.033	 -0.438
         19.152	 -0.013	 -0.440
         19.156	  0.004	 -0.431
         19.160	  0.020	 -0.430
         19.164	  0.046	 -0.412
         19.168	  0.076	 -0.395
         19.172	  0.122	 -0.381
         19.176	  0.175	 -0.361
         19.180	  0.219	 -0.340
         19.184	  0.242	 -0.297
         19.188	  0.251	 -0.247
         19.192	  0.259	 -0.189
         19.196	  0.250	 -0.129
         19.200	  0.220	 -0.072
         19.204	  0.144	 -0.033
         19.208	  0.039	 -0.013
         19.212	 -0.074	 -0.003
         19.216	 -0.152	  0.007
         19.220	 -0.188	  0.015
         19.224	 -0.182	  0.019
         19.228	 -0.161	  0.020
         19.232	 -0.149	  0.020
         19.236	 -0.144	  0.021
         19.240	 -0.141	  0.022
         19.244	 -0.131	  0.025
         19.248	 -0.124	  0.029
         19.252	 -0.116	  0.029
         19.256	 -0.114	  0.031
         19.260	 -0.119	  0.034
         19.264	 -0.119	  0.037
         19.268	 -0.117	  0.039
         19.272	 -0.116	  0.036
         19.276	 -0.115	  0.034
         19.280	 -0.114	  0.036
         19.284	 -0.106	  0.037
         19.288	 -0.110	  0.041
         19.292	 -0.113	  0.045
         19.296	 -0.116	  0.044
         19.300	 -0.117	  0.044
         19.304	 -0.115	  0.037
         19.308	 -0.110	  0.034
         19.312	 -0.102	  0.031
         19.316	 -0.102	  0.034
         19.320	 -0.104	  0.037
         19.324	 -0.105	  0.041
         19.328	 -0.100	  0.044
         19.332	 -0.098	  0.043
         19.336	 -0.096	  0.045
         19.340	 -0.094	  0.041
         19.344	 -0.095	  0.039
         19.348	 -0.101	  0.035
         19.352	 -0.116	  0.036
         19.356	 -0.121	  0.036
         19.360	 -0.117	  0.035
         19.364	 -0.113	  0.035
         19.368	 -0.109	  0.035
         19.372	 -0.110	  0.039
         19.376	 -0.110	  0.039
         19.380	 -0.114	  0.039
         19.384	 -0.113	  0.044
         19.388	 -0.111	  0.049
         19.392	 -0.111	  0.054
         19.396	 -0.111	  0.056
         19.400	 -0.110	  0.058
         19.404	 -0.109	  0.059
         19.408	 -0.111	  0.061
         19.412	 -0.114	  0.061
         19.416	 -0.117	  0.064
         19.420	 -0.115	  0.068
         19.424	 -0.115	  0.068
         19.428	 -0.116	  0.068
         19.432	 -0.116	  0.069
         19.436	 -0.119	  0.066
         19.440	 -0.116	  0.065
         19.444	 -0.120	  0.068
         19.448	 -0.120	  0.068
         19.452	 -0.117	  0.066
         19.456	 -0.114	  0.062
         19.460	 -0.111	  0.061
         19.464	 -0.107	  0.060
         19.468	 -0.109	  0.058
         19.472	 -0.106	  0.058
         19.476	 -0.101	  0.055
         19.480	 -0.098	  0.054
         19.484	 -0.090	  0.049
         19.488	 -0.081	  0.044
         19.492	 -0.075	  0.039
         19.496	 -0.076	  0.035
         19.500	 -0.075	  0.031
         19.504	 -0.072	  0.030
         19.508	 -0.071	  0.034
         19.512	 -0.068	  0.035
         19.516	 -0.064	  0.036
         19.520	 -0.059	  0.037
         19.524	 -0.056	  0.036
         19.528	 -0.056	  0.037
         19.532	 -0.058	  0.041
         19.536	 -0.054	  0.049
         19.540	 -0.051	  0.052
         19.544	 -0.049	  0.052
         19.548	 -0.049	  0.052
         19.552	 -0.048	  0.052
         19.556	 -0.046	  0.055
         19.560	 -0.050	  0.055
         19.564	 -0.050	  0.052
         19.568	 -0.050	  0.049
         19.572	 -0.050	  0.050
         19.576	 -0.051	  0.049
         19.580	 -0.050	  0.049
         19.584	 -0.044	  0.049
         19.588	 -0.049	  0.046
         19.592	 -0.048	  0.040
         19.596	 -0.045	  0.033
         19.600	 -0.039	  0.026
         19.604	 -0.037	  0.021
         19.608	 -0.034	  0.021
         19.612	 -0.025	  0.022
         19.616	 -0.025	  0.025
         19.620	 -0.025	  0.022
         19.624	 -0.028	  0.022
         19.628	 -0.029	  0.024
         19.632	 -0.028	  0.020
         19.636	 -0.028	  0.020
         19.640	 -0.026	  0.021
         19.644	 -0.021	  0.021
         19.648	 -0.016	  0.019
         19.652	 -0.014	  0.019
         19.656	 -0.011	  0.020
